Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Demand_MMBtu
10244,22.77,0.2728,22.77
10178,24.62,0.2195,24.62
10136,26.14,0.1478,26.14
10202,25.41,0.0394,25.41
10409,23.89,0,23.89
10739,19.68,0,19.68
10724,14.45,0,14.45
10321,10.46,0,10.46
9539,7.87,0,7.87
8633,4.67,0,4.67
7762,2.64,0,2.64
7119,1.76,0,1.76
6770,1.29,0,1.29
6596,1.82,0,1.82
6550,4.23,0,4.23
6707,9.1,0,9.1
7365,14.62,0,14.62
8690,18.08,0,18.08
9534,20.72,0.0381,20.72
9858,21.84,0.17,21.84
10090,20.9,0.27,20.9
10284,20.78,0.3211,20.78
10372,21.54,0.3313,21.54
10346,22.89,0.2964,22.89
10327,23.77,0.2684,23.77
10220,25.71,0.2174,25.71
10143,27.3,0.1514,27.3
10201,26.53,0.0541,26.53
10396,24.95,0,24.95
10709,20.54,0,20.54
10670,15.09,0,15.09
10245,10.92,0,10.92
9538,8.22,0,8.22
8614,4.87,0,4.87
7718,2.76,0,2.76
7112,1.86,0,1.86
6763,1.36,0,1.36
6565,1.92,0,1.92
6513,4.46,0,4.46
6665,9.61,0,9.61
7258,15.44,0,15.44
8475,19.1,0,19.1
9224,21.89,0.1666,21.89
9576,23.07,0.3859,23.07
9892,22.07,0.5526,22.07
10180,21.95,0.6498,21.95
10334,22.76,0.6686,22.76
10361,24.18,0.6667,24.18
10405,25.11,0.6583,25.11
10361,27.16,0.5799,27.16
10294,28.83,0.4249,28.83
10214,28.03,0.2235,28.03
10085,26.35,0.0004,26.35
10302,21.7,0,21.7
10387,15.94,0,15.94
9970,11.53,0,11.53
9376,8.68,0,8.68
8601,5.15,0,5.15
7793,2.91,0,2.91
7165,2.86,0,2.86
6760,2.02,0,2.02
6530,1.96,0,1.96
6427,2.74,0,2.74
6430,5.09,0,5.09
6633,8.36,0,8.36
7079,12.69,0,12.69
7591,17.24,0.1341,17.24
8309,21.85,0.2599,21.85
8834,24.2,0.4087,24.2
9125,24.98,0.5616,24.98
9270,26.13,0.5056,26.13
9282,27.76,0.5266,27.76
9212,28.98,0.45,28.98
9149,30.4,0.4041,30.4
9114,31.19,0.2425,31.19
9193,29.64,0.0784,29.64
9369,26.81,0,26.81
9554,22.28,0,22.28
9457,17.32,0,17.32
9063,13.22,0,13.22
8574,10.32,0,10.32
7900,7.2,0,7.2
7209,4.66,0,4.66
6656,2.88,0,2.88
6311,3.71,0,3.71
6115,1.36,0,1.36
6027,2.12,0,2.12
6028,3.96,0,3.96
6158,6.5,0,6.5
6450,9.93,0.0002,9.93
6856,14.06,0.2052,14.06
7512,18.37,0.3909,18.37
7980,23.64,0.461,23.64
8235,27.01,0.4752,27.01
8363,27.7,0.3909,27.7
8453,27.58,0.3453,27.58
8448,26.75,0.2928,26.75
8450,26.18,0.2181,26.18
8488,25.04,0.1528,25.04
8644,23.83,0.0877,23.83
8863,21.36,0,21.36
9321,18.37,0,18.37
9296,14.69,0,14.69
8942,11.71,0,11.71
8377,9.1,0,9.1
7701,6.56,0,6.56
7033,4.47,0,4.47
6528,1.62,0,1.62
6230,1.22,0,1.22
6090,1.75,0,1.75
6072,4,0,4
6225,8.24,0,8.24
6689,13.41,0,13.41
7495,16.79,0.0002,16.79
8192,19.24,0.21,19.24
8756,20.24,0.403,20.24
9137,21.43,0.5426,21.43
9358,25.41,0.5487,25.41
9429,27.06,0.4916,27.06
9370,27.86,0.5012,27.86
9324,27.33,0.4069,27.33
9261,27.06,0.3289,27.06
9202,25.94,0.2941,25.94
9323,24.61,0.1047,24.61
9661,21.76,0,21.76
10218,18.12,0,18.12
10256,13.81,0,13.81
9802,10.5,0,10.5
9048,7.32,0,7.32
8118,4.53,0,4.53
7289,2.68,0,2.68
6718,2.49,0,2.49
6412,1.8,0,1.8
6271,1.66,0,1.66
6251,2.46,0,2.46
6441,4.43,0,4.43
7129,7.27,0,7.27
8475,10.98,0,10.98
9271,15,0.0868,15
9514,18.95,0.2012,18.95
9664,21.02,0.2911,21.02
9782,21.68,0.3811,21.68
9832,22.62,0.4499,22.62
9795,24.07,0.4285,24.07
9784,25.15,0.4819,25.15
9695,26.32,0.3705,26.32
9635,26.98,0.2989,26.98
9721,25.67,0.1446,25.67
10006,23.24,0,23.24
10501,19.29,0,19.29
10482,14.93,0,14.93
10012,11.4,0,11.4
9232,8.83,0,8.83
8251,6.2,0,6.2
7381,3.95,0,3.95
6823,1.69,0,1.69
6517,1.24,0,1.24
6367,1.74,0,1.74
6331,4.05,0,4.05
6506,8.71,0,8.71
7168,14,0,14
8501,17.32,0,17.32
9336,19.85,0.0937,19.85
9573,20.91,0.3591,20.91
9726,20.01,0.3972,20.01
9869,19.9,0.4549,19.9
9935,20.63,0.4754,20.63
9920,21.93,0.3865,21.93
9921,22.77,0.3377,22.77
9864,24.62,0.2987,24.62
9830,26.14,0.1315,26.14
9937,25.41,0.0554,25.41
10163,23.89,0,23.89
10544,19.68,0,19.68
10513,14.45,0,14.45
10044,10.46,0,10.46
9283,7.87,0,7.87
8311,4.67,0,4.67
7430,2.64,0,2.64
6848,1.76,0,1.76
6538,1.29,0,1.29
6368,1.82,0,1.82
6352,4.23,0,4.23
6540,9.1,0,9.1
7214,14.62,0,14.62
8543,18.08,0,18.08
9247,20.72,0.2255,20.72
9440,21.84,0.4465,21.84
9530,20.9,0.6085,20.9
9579,20.78,0.702,20.78
9570,21.54,0.6995,21.54
9509,22.89,0.6875,22.89
9486,23.77,0.6873,23.77
9369,25.71,0.6069,25.71
9297,27.3,0.4491,27.3
9332,26.53,0.2325,26.53
9543,24.95,0,24.95
10152,20.54,0,20.54
10323,15.09,0,15.09
9955,10.92,0,10.92
9241,8.22,0,8.22
8372,4.87,0,4.87
7532,2.76,0,2.76
6919,1.86,0,1.86
6601,1.36,0,1.36
6439,1.92,0,1.92
6409,4.46,0,4.46
6575,9.61,0,9.61
7244,15.44,0,15.44
8549,19.1,0,19.1
9279,21.89,0.1978,21.89
9495,23.07,0.3442,23.07
9685,22.07,0.3798,22.07
9844,21.95,0.3489,21.95
9877,22.76,0.3266,22.76
9785,24.18,0.3668,24.18
9703,25.11,0.4595,25.11
9504,27.16,0.4649,27.16
9356,28.83,0.4132,28.83
9370,28.03,0.229,28.03
9575,26.35,0,26.35
10105,21.7,0,21.7
10165,15.94,0,15.94
9821,11.53,0,11.53
9297,8.68,0,8.68
8541,5.15,0,5.15
7776,2.91,0,2.91
7191,2.86,0,2.86
6879,2.02,0,2.02
6724,1.96,0,1.96
6666,2.74,0,2.74
6748,5.09,0,5.09
7044,8.36,0,8.36
7571,12.69,0,12.69
8141,17.24,0.2314,17.24
8734,21.85,0.4563,21.85
9001,24.2,0.6192,24.2
9039,24.98,0.7183,24.98
8917,26.13,0.7242,26.13
8728,27.76,0.7279,27.76
8523,28.98,0.7191,28.98
8361,30.4,0.6208,30.4
8316,31.19,0.4198,31.19
8454,29.64,0.1447,29.64
8810,26.81,0,26.81
9471,22.28,0,22.28
9488,17.32,0,17.32
9205,13.22,0,13.22
8742,10.32,0,10.32
8115,7.2,0,7.2
7452,4.66,0,4.66
6914,2.88,0,2.88
6548,3.71,0,3.71
6368,1.36,0,1.36
6271,2.12,0,2.12
6272,3.96,0,3.96
6432,6.5,0,6.5
6777,9.93,0,9.93
7254,14.06,0.0215,14.06
7927,18.37,0.1102,18.37
8483,23.64,0.18,23.64
8799,27.01,0.3108,27.01
8974,27.7,0.2751,27.7
9012,27.58,0.2799,27.58
8904,26.75,0.3584,26.75
8763,26.18,0.3817,26.18
8696,25.04,0.3267,25.04
8809,23.83,0.132,23.83
9089,21.36,0,21.36
9668,18.37,0,18.37
9709,14.69,0,14.69
9332,11.71,0,11.71
8614,9.1,0,9.1
7822,6.56,0,6.56
7108,4.47,0,4.47
6609,1.62,0,1.62
6360,1.22,0,1.22
6251,1.75,0,1.75
6247,4,0,4
6447,8.24,0,8.24
7148,13.41,0,13.41
8479,16.79,0,16.79
9252,19.24,0.0605,19.24
9501,20.24,0.2056,20.24
9791,21.43,0.3067,21.43
9989,25.41,0.3923,25.41
10073,27.06,0.4101,27.06
10059,27.86,0.3265,27.86
10071,27.33,0.3543,27.33
9979,27.06,0.3239,27.06
9909,25.94,0.2139,25.94
9971,24.61,0.072,24.61
10271,21.76,0,21.76
10775,18.12,0,18.12
10623,13.81,0,13.81
10107,10.5,0,10.5
9318,7.32,0,7.32
8351,4.53,0,4.53
7509,2.68,0,2.68
6933,2.49,0,2.49
6601,1.8,0,1.8
6414,1.66,0,1.66
6340,2.46,0,2.46
6463,4.43,0,4.43
7074,7.27,0,7.27
8360,10.98,0,10.98
9155,15,0.1037,15
9305,18.95,0.3738,18.95
9414,21.02,0.4981,21.02
9547,21.68,0.612,21.68
9579,22.62,0.6376,22.62
9511,24.07,0.6688,24.07
9483,25.15,0.5734,25.15
9361,26.32,0.5992,26.32
9284,26.98,0.4377,26.98
9371,25.67,0.2159,25.67
9662,23.24,0,23.24
10331,19.29,0,19.29
10346,14.93,0,14.93
9935,11.4,0,11.4
9175,8.83,0,8.83
8327,6.2,0,6.2
7525,3.95,0,3.95
6909,1.69,0,1.69
6616,1.24,0,1.24
6489,1.74,0,1.74
6478,4.05,0,4.05
6687,8.71,0,8.71
7393,14,0,14
8775,17.32,0,17.32
9497,19.85,0.1905,19.85
9625,20.91,0.4178,20.91
9630,20.01,0.5817,20.01
9656,19.9,0.6532,19.9
9617,20.63,0.6672,20.63
9548,21.93,0.6623,21.93
9525,22.77,0.6657,22.77
9429,24.62,0.5627,24.62
9358,26.14,0.3873,26.14
9396,25.41,0.1657,25.41
9674,23.89,0,23.89
10346,19.68,0,19.68
10339,14.45,0,14.45
9933,10.46,0,10.46
9213,7.87,0,7.87
8227,4.67,0,4.67
7412,2.64,0,2.64
6859,1.76,0,1.76
6568,1.29,0,1.29
6443,1.82,0,1.82
6412,4.23,0,4.23
6613,9.1,0,9.1
7306,14.62,0,14.62
8690,18.08,0,18.08
9437,20.72,0.1736,20.72
9564,21.84,0.3956,21.84
9616,20.9,0.5752,20.9
9682,20.78,0.6762,20.78
9234,21.54,0.69,21.54
9414,22.89,0.6997,22.89
9407,23.77,0.688,23.77
9652,25.71,0.5822,25.71
9064,27.3,0.416,27.3
9471,26.53,0.1969,26.53
9694,24.95,0,24.95
10310,20.54,0,20.54
10305,15.09,0,15.09
9887,10.92,0,10.92
9182,8.22,0,8.22
8257,4.87,0,4.87
7406,2.76,0,2.76
6826,1.86,0,1.86
6511,1.36,0,1.36
6362,1.92,0,1.92
6328,4.46,0,4.46
6498,9.61,0,9.61
7137,15.44,0,15.44
8435,19.1,0,19.1
9309,21.89,0.0137,21.89
9616,23.07,0.1202,23.07
9834,22.07,0.1691,22.07
10014,21.95,0.2403,21.95
10062,22.76,0.2934,22.76
10008,24.18,0.3407,24.18
9997,25.11,0.3119,25.11
9912,27.16,0.1555,27.16
9856,28.83,0.0634,28.83
9933,28.03,0.0037,28.03
10180,26.35,0,26.35
10417,21.7,0,21.7
10163,15.94,0,15.94
9758,11.53,0,11.53
9185,8.68,0,8.68
8418,5.15,0,5.15
7613,2.91,0,2.91
7009,2.86,0,2.86
6662,2.02,0,2.02
6459,1.96,0,1.96
6370,2.74,0,2.74
6396,5.09,0,5.09
6609,8.36,0,8.36
7102,12.69,0,12.69
7683,17.24,0.0332,17.24
8347,21.85,0.2203,21.85
8861,24.2,0.3719,24.2
9116,24.98,0.5233,24.98
9184,26.13,0.6031,26.13
9113,27.76,0.5883,27.76
8963,28.98,0.5771,28.98
8783,30.4,0.5169,30.4
8671,31.19,0.3534,31.19
8696,29.64,0.153,29.64
8882,26.81,0,26.81
9420,22.28,0,22.28
9299,17.32,0,17.32
8961,13.22,0,13.22
8474,10.32,0,10.32
7835,7.2,0,7.2
7168,4.66,0,4.66
6619,2.88,0,2.88
6264,3.71,0,3.71
6074,1.36,0,1.36
5972,2.12,0,2.12
5979,3.96,0,3.96
6124,6.5,0,6.5
6467,9.93,0,9.93
6865,14.06,0.1827,14.06
7490,18.37,0.4035,18.37
7979,23.64,0.5658,23.64
8216,27.01,0.6151,27.01
8342,27.7,0.6374,27.7
8387,27.58,0.6374,27.58
8333,26.75,0.6141,26.75
8291,26.18,0.5187,26.18
8314,25.04,0.3729,25.04
8518,23.83,0.1689,23.83
8915,21.36,0,21.36
9605,18.37,0,18.37
9438,14.69,0,14.69
9109,11.71,0,11.71
8429,9.1,0,9.1
7631,6.56,0,6.56
6913,4.47,0,4.47
6413,1.62,0,1.62
6160,1.22,0,1.22
6057,1.75,0,1.75
6063,4,0,4
6264,8.24,0,8.24
6969,13.41,0,13.41
8336,16.79,0,16.79
9080,19.24,0.1806,19.24
9266,20.24,0.4133,20.24
9442,21.43,0.5741,21.43
9596,25.41,0.6554,25.41
9652,27.06,0.6677,27.06
9608,27.86,0.6701,27.86
9596,27.33,0.6671,27.33
9499,27.06,0.5729,27.06
9425,25.94,0.4039,25.94
9486,24.61,0.1763,24.61
9786,21.76,0,21.76
10450,18.12,0,18.12
10337,13.81,0,13.81
9823,10.5,0,10.5
9061,7.32,0,7.32
8155,4.53,0,4.53
7324,2.68,0,2.68
6715,2.49,0,2.49
6397,1.8,0,1.8
6239,1.66,0,1.66
6222,2.46,0,2.46
6384,4.43,0,4.43
7096,7.27,0,7.27
8464,10.98,0,10.98
9188,15,0.1508,15
9333,18.95,0.3569,18.95
9428,21.02,0.5133,21.02
9535,21.68,0.5539,21.68
9581,22.62,0.5123,22.62
9551,24.07,0.4715,24.07
9564,25.15,0.5113,25.15
9473,26.32,0.3938,26.32
9411,26.98,0.2581,26.98
9500,25.67,0.0807,25.67
9880,23.24,0,23.24
10506,19.29,0,19.29
10330,14.93,0,14.93
9846,11.4,0,11.4
9109,8.83,0,8.83
8148,6.2,0,6.2
7310,3.95,0,3.95
6766,1.69,0,1.69
6471,1.24,0,1.24
6318,1.74,0,1.74
6281,4.05,0,4.05
6460,8.71,0,8.71
7134,14,0,14
8524,17.32,0,17.32
9310,19.85,0.0745,19.85
9468,20.91,0.2661,20.91
9576,20.01,0.4089,20.01
9653,19.9,0.4458,19.9
9661,20.63,0.49,20.63
9627,21.93,0.4786,21.93
9607,22.77,0.4236,22.77
9503,24.62,0.3719,24.62
9431,26.14,0.3247,26.14
9538,25.41,0.0714,25.41
9943,23.89,0,23.89
10492,19.68,0,19.68
10331,14.45,0,14.45
9879,10.46,0,10.46
9173,7.87,0,7.87
8195,4.67,0,4.67
7368,2.64,0,2.64
6806,1.76,0,1.76
6511,1.29,0,1.29
6370,1.82,0,1.82
6352,4.23,0,4.23
6528,9.1,0,9.1
7225,14.62,0,14.62
8600,18.08,0,18.08
9328,20.72,0.1442,20.72
9431,21.84,0.365,21.84
9530,20.9,0.5017,20.9
9618,20.78,0.573,20.78
9627,21.54,0.5581,21.54
9564,22.89,0.5431,22.89
9540,23.77,0.5261,23.77
9430,25.71,0.4603,25.71
9350,27.3,0.312,27.3
9411,26.53,0.1171,26.53
9752,24.95,0,24.95
10385,20.54,0,20.54
10276,15.09,0,15.09
9867,10.92,0,10.92
9179,8.22,0,8.22
8248,4.87,0,4.87
7401,2.76,0,2.76
6835,1.86,0,1.86
6513,1.36,0,1.36
6361,1.92,0,1.92
6338,4.46,0,4.46
6503,9.61,0,9.61
7168,15.44,0,15.44
8481,19.1,0,19.1
9241,21.89,0.1403,21.89
9414,23.07,0.3359,23.07
9566,22.07,0.4751,22.07
9676,21.95,0.5372,21.95
9685,22.76,0.5388,22.76
9607,24.18,0.5686,24.18
9553,25.11,0.5891,25.11
9443,27.16,0.5142,27.16
9344,28.83,0.3539,28.83
9334,28.03,0.1382,28.03
9565,26.35,0,26.35
10029,21.7,0,21.7
9811,15.94,0,15.94
9424,11.53,0,11.53
8864,8.68,0,8.68
8111,5.15,0,5.15
7336,2.91,0,2.91
6759,2.86,0,2.86
6417,2.02,0,2.02
6229,1.96,0,1.96
6139,2.74,0,2.74
6177,5.09,0,5.09
6432,8.36,0,8.36
6962,12.69,0,12.69
7531,17.24,0.0751,17.24
8163,21.85,0.2797,21.85
8594,24.2,0.429,24.2
8787,24.98,0.4916,24.98
8790,26.13,0.5212,26.13
8729,27.76,0.4923,27.76
8608,28.98,0.3884,28.98
8475,30.4,0.3145,30.4
8413,31.19,0.1933,31.19
8502,29.64,0.0329,29.64
8917,26.81,0,26.81
9479,22.28,0,22.28
9271,17.32,0,17.32
8926,13.22,0,13.22
8445,10.32,0,10.32
7838,7.2,0,7.2
7185,4.66,0,4.66
6664,2.88,0,2.88
6321,3.71,0,3.71
6114,1.36,0,1.36
6015,2.12,0,2.12
6013,3.96,0,3.96
6167,6.5,0,6.5
6531,9.93,0,9.93
7035,14.06,0.0218,14.06
7696,18.37,0.1324,18.37
8286,23.64,0.2131,23.64
8626,27.01,0.2524,27.01
8831,27.7,0.281,27.7
8955,27.58,0.2944,27.58
8937,26.75,0.3043,26.75
8906,26.18,0.2265,26.18
8922,25.04,0.1284,25.04
9164,23.83,0.0149,23.83
9690,21.36,0,21.36
10129,18.37,0,18.37
9903,14.69,0,14.69
9435,11.71,0,11.71
8793,9.1,0,9.1
8056,6.56,0,6.56
7343,4.47,0,4.47
6750,1.62,0,1.62
6410,1.22,0,1.22
6232,1.75,0,1.75
6190,4,0,4
6339,8.24,0,8.24
6905,13.41,0,13.41
7872,16.79,0,16.79
8655,19.24,0.0043,19.24
9215,20.24,0.0343,20.24
9691,21.43,0.138,21.43
9958,25.41,0.1864,25.41
10027,27.06,0.1991,27.06
9900,27.86,0.1542,27.86
9694,27.33,0.1065,27.33
9270,27.06,0.0281,27.06
8829,25.94,0.0019,25.94
8607,24.61,0,24.61
8629,21.76,0,21.76
8384,18.12,0,18.12
7789,13.81,0,13.81
7274,10.5,0,10.5
6786,7.32,0,7.32
6243,4.53,0,4.53
5745,2.68,0,2.68
5396,2.49,0,2.49
5207,1.8,0,1.8
5105,1.66,0,1.66
5098,2.46,0,2.46
5246,4.43,0,4.43
5692,7.27,0,7.27
6529,10.98,0,10.98
7244,15,0.0279,15
7692,18.95,0.2314,18.95
8046,21.02,0.3816,21.02
8334,21.68,0.4435,21.68
8479,22.62,0.4997,22.62
8558,24.07,0.4305,24.07
8583,25.15,0.4368,25.15
8515,26.32,0.366,26.32
8522,26.98,0.1822,26.98
8707,25.67,0.0052,25.67
9186,23.24,0,23.24
9486,19.29,0,19.29
9235,14.93,0,14.93
8834,11.4,0,11.4
8155,8.83,0,8.83
7406,6.2,0,6.2
6727,3.95,0,3.95
6274,1.69,0,1.69
6017,1.24,0,1.24
5876,1.74,0,1.74
5849,4.05,0,4.05
6002,8.71,0,8.71
6592,14,0,14
7764,17.32,0,17.32
8532,19.85,0.0115,19.85
8721,20.91,0.1885,20.91
8900,20.01,0.3249,20.01
9050,19.9,0.3727,19.9
9105,20.63,0.3429,20.63
9076,21.93,0.3792,21.93
9058,22.77,0.3714,22.77
8983,24.62,0.363,24.62
8949,26.14,0.2238,26.14
9055,25.41,0.0457,25.41
9309,23.89,0,23.89
9488,19.68,0,19.68
9292,14.45,0,14.45
9063,10.46,0,10.46
8543,7.87,0,7.87
7755,4.67,0,4.67
7018,2.64,0,2.64
6536,1.76,0,1.76
6281,1.29,0,1.29
6141,1.82,0,1.82
6110,4.23,0,4.23
6288,9.1,0,9.1
6921,14.62,0,14.62
8159,18.08,0,18.08
8917,20.72,0.0734,20.72
9048,21.84,0.2901,21.84
9160,20.9,0.4471,20.9
9242,20.78,0.5471,20.78
9238,21.54,0.549,21.54
9182,22.89,0.5449,22.89
9152,23.77,0.4781,23.77
9066,25.71,0.3486,25.71
9037,27.3,0.2182,27.3
9198,26.53,0.0212,26.53
9718,24.95,0,24.95
10165,20.54,0,20.54
9996,15.09,0,15.09
9595,10.92,0,10.92
8941,8.22,0,8.22
8071,4.87,0,4.87
7293,2.76,0,2.76
6751,1.86,0,1.86
6452,1.36,0,1.36
6288,1.92,0,1.92
6255,4.46,0,4.46
6423,9.61,0,9.61
7062,15.44,0,15.44
8312,19.1,0,19.1
9124,21.89,0.0442,21.89
9279,23.07,0.2029,23.07
9383,22.07,0.2873,22.07
9459,21.95,0.3191,21.95
9385,22.76,0.3298,22.76
9305,24.18,0.3256,24.18
9291,25.11,0.3173,25.11
9200,27.16,0.2735,27.16
9147,28.83,0.1964,28.83
9297,28.03,0.0354,28.03
9724,26.35,0,26.35
10063,21.7,0,21.7
9823,15.94,0,15.94
9456,11.53,0,11.53
8934,8.68,0,8.68
8225,5.15,0,5.15
7491,2.91,0,2.91
6933,2.86,0,2.86
6589,2.02,0,2.02
6424,1.96,0,1.96
6346,2.74,0,2.74
6398,5.09,0,5.09
6647,8.36,0,8.36
7168,12.69,0,12.69
7730,17.24,0.0734,17.24
8280,21.85,0.2972,21.85
8666,24.2,0.4716,24.2
8792,24.98,0.5682,24.98
8748,26.13,0.6029,26.13
8634,27.76,0.634,27.76
8481,28.98,0.6112,28.98
8362,30.4,0.4913,30.4
8316,31.19,0.3024,31.19
8517,29.64,0.0796,29.64
9069,26.81,0,26.81
9568,22.28,0,22.28
9365,17.32,0,17.32
9078,13.22,0,13.22
8656,10.32,0,10.32
8089,7.2,0,7.2
7494,4.66,0,4.66
6949,2.88,0,2.88
6507,3.71,0,3.71
6314,1.36,0,1.36
6304,2.12,0,2.12
6414,3.96,0,3.96
6687,6.5,0,6.5
7075,9.93,0,9.93
7640,14.06,0.1222,14.06
8202,18.37,0.3693,18.37
8477,23.64,0.5472,23.64
8510,27.01,0.6611,27.01
8481,27.7,0.6554,27.7
8428,27.58,0.6543,27.58
8366,26.75,0.6434,26.75
8342,26.18,0.5225,26.18
8492,25.04,0.3333,25.04
9285,23.83,0.0922,23.83
9997,21.36,0,21.36
10020,18.37,0,18.37
9713,14.69,0,14.69
9387,11.71,0,11.71
8555,9.1,0,9.1
7755,6.56,0,6.56
7082,4.47,0,4.47
6782,1.62,0,1.62
6581,1.22,0,1.22
6505,1.75,0,1.75
6550,4,0,4
6827,8.24,0,8.24
7644,13.41,0,13.41
8992,16.79,0,16.79
9716,19.24,0.0742,19.24
9891,20.24,0.2679,20.24
9973,21.43,0.405,21.43
9995,25.41,0.494,25.41
9959,27.06,0.5344,27.06
9875,27.86,0.5662,27.86
9805,27.33,0.5347,27.33
9639,27.06,0.4517,27.06
9717,25.94,0.3069,25.94
10430,24.61,0.0925,24.61
11293,21.76,0,21.76
11238,18.12,0,18.12
10930,13.81,0,13.81
10459,10.5,0,10.5
9726,7.32,0,7.32
8839,4.53,0,4.53
8038,2.68,0,2.68
7549,2.49,0,2.49
7310,1.8,0,1.8
7228,1.66,0,1.66
7262,2.46,0,2.46
7519,4.43,0,4.43
8322,7.27,0,7.27
9464,10.98,0,10.98
10030,15,0.1203,15
10132,18.95,0.3677,18.95
10119,21.02,0.564,21.02
10087,21.68,0.647,21.68
10024,22.62,0.6568,22.62
9907,24.07,0.654,24.07
9827,25.15,0.6313,25.15
9742,26.32,0.5149,26.32
9772,26.98,0.3445,26.98
10374,25.67,0.1058,25.67
11315,23.24,0,23.24
11326,19.29,0,19.29
11104,14.93,0,14.93
10657,11.4,0,11.4
9960,8.83,0,8.83
9088,6.2,0,6.2
8337,3.95,0,3.95
7946,1.69,0,1.69
7624,1.24,0,1.24
7412,1.74,0,1.74
7356,4.05,0,4.05
7642,8.71,0,8.71
8347,14,0,14
9626,17.32,0,17.32
10229,19.85,0,19.85
10463,20.91,0.0754,20.91
10599,20.01,0.1703,20.01
10700,19.9,0.2229,19.9
10783,20.63,0.2517,20.63
10782,21.93,0.272,21.93
10826,22.77,0.2366,22.77
10864,24.62,0.1811,24.62
11085,26.14,0.0754,26.14
11609,25.41,0,25.41
12138,23.89,0,23.89
12100,19.68,0,19.68
11631,14.45,0,14.45
11198,10.46,0,10.46
10309,7.87,0,7.87
9301,4.67,0,4.67
8475,2.64,0,2.64
7891,1.76,0,1.76
7615,1.29,0,1.29
7474,1.82,0,1.82
7476,4.23,0,4.23
7696,9.1,0,9.1
8417,14.62,0,14.62
9576,18.08,0,18.08
10279,20.72,0.0754,20.72
10586,21.84,0.3018,21.84
10680,20.9,0.4624,20.9
10774,20.78,0.5456,20.78
10792,21.54,0.5723,21.54
10698,22.89,0.5439,22.89
10668,23.77,0.5465,23.77
10575,25.71,0.4733,25.71
10644,27.3,0.3251,27.3
11210,26.53,0.0921,26.53
11693,24.95,0,24.95
11538,20.54,0,20.54
11233,15.09,0,15.09
10756,10.92,0,10.92
9959,8.22,0,8.22
9011,4.87,0,4.87
8151,2.76,0,2.76
7636,1.86,0,1.86
7348,1.36,0,1.36
7194,1.92,0,1.92
7183,4.46,0,4.46
7412,9.61,0,9.61
8141,15.44,0,15.44
9330,19.1,0,19.1
9913,21.89,0.1146,21.89
10016,23.07,0.3642,23.07
10005,22.07,0.5442,22.07
9988,21.95,0.664,21.95
9898,22.76,0.6788,22.76
9723,24.18,0.6688,24.18
9632,25.11,0.6519,25.11
9524,27.16,0.5274,27.16
9521,28.83,0.346,28.83
10054,28.03,0.103,28.03
10754,26.35,0,26.35
10612,21.7,0,21.7
10274,15.94,0,15.94
9885,11.53,0,11.53
9325,8.68,0,8.68
8600,5.15,0,5.15
7873,2.91,0,2.91
7311,2.86,0,2.86
7015,2.02,0,2.02
6844,1.96,0,1.96
6783,2.74,0,2.74
6872,5.09,0,5.09
7168,8.36,0,8.36
7632,12.69,0,12.69
8181,17.24,0.1056,17.24
8726,21.85,0.3458,21.85
8978,24.2,0.5296,24.2
8996,24.98,0.648,24.98
8889,26.13,0.6685,26.13
8728,27.76,0.667,27.76
8559,28.98,0.6408,28.98
8459,30.4,0.5113,30.4
8528,31.19,0.3324,31.19
9199,29.64,0.0819,29.64
9937,26.81,0,26.81
9805,22.28,0,22.28
9518,17.32,0,17.32
9193,13.22,0,13.22
8738,10.32,0,10.32
8149,7.2,0,7.2
7520,4.66,0,4.66
7043,2.88,0,2.88
6729,3.71,0,3.71
6554,1.36,0,1.36
6477,2.12,0,2.12
6517,3.96,0,3.96
6693,6.5,0,6.5
7009,9.93,0,9.93
7476,14.06,0.0737,14.06
8079,18.37,0.3074,18.37
8429,23.64,0.4571,23.64
8559,27.01,0.5656,27.01
8593,27.7,0.5666,27.7
8576,27.58,0.5863,27.58
8462,26.75,0.5924,26.75
8364,26.18,0.503,26.18
8398,25.04,0.3328,25.04
9091,23.83,0.0969,23.83
9896,21.36,0,21.36
9771,18.37,0,18.37
9445,14.69,0,14.69
9037,11.71,0,11.71
8453,9.1,0,9.1
7767,6.56,0,6.56
7130,4.47,0,4.47
6683,1.62,0,1.62
6430,1.22,0,1.22
6310,1.75,0,1.75
6315,4,0,4
6511,8.24,0,8.24
7110,13.41,0,13.41
8009,16.79,0,16.79
8719,19.24,0.103,19.24
9184,20.24,0.3367,20.24
9447,21.43,0.5029,21.43
9603,25.41,0.6295,25.41
9638,27.06,0.641,27.06
9594,27.86,0.6296,27.86
9550,27.33,0.6023,27.33
9478,27.06,0.4756,27.06
9487,25.94,0.3125,25.94
10163,24.61,0.0716,24.61
10878,21.76,0,21.76
10702,18.12,0,18.12
10322,13.81,0,13.81
9805,10.5,0,10.5
9036,7.32,0,7.32
8126,4.53,0,4.53
7360,2.68,0,2.68
6825,2.49,0,2.49
6525,1.8,0,1.8
6366,1.66,0,1.66
6353,2.46,0,2.46
6544,4.43,0,4.43
7251,7.27,0,7.27
8516,10.98,0,10.98
9268,15,0.0002,15
9477,18.95,0.2048,18.95
9630,21.02,0.3617,21.02
9780,21.68,0.4551,21.68
9832,22.62,0.4406,22.62
9815,24.07,0.3895,24.07
9821,25.15,0.3436,25.15
9773,26.32,0.2994,26.32
